Name or Synonym,RID,Parent RID
distal region of muscle body of teres minor,RID40794,RID40784
distal region of muscle body of right teres minor,RID40795,RID40794
distal region of muscle body of left teres minor,RID40796,RID40794
distal region of muscle body of subscapularis,RID40797,RID40784
distal region of muscle body of right subscapularis,RID40798,RID40797
distal region of muscle body of left subscapularis,RID40799,RID40797
distal region of muscle body of deltoid,RID40800,RID40784
distal region of muscle body of right deltoid,RID40801,RID40800
distal region of muscle body of left deltoid,RID40802,RID40800
distal region of muscle body of teres major,RID40803,RID40784
distal region of muscle body of right teres major,RID40804,RID40803
distal region of muscle body of left teres major,RID40805,RID40803
distal region of muscle body of part of deltoid,RID40806,RID40784
distal region of muscle body of clavicular part of deltoid,RID40807,RID40806
distal region of muscle body of clavicular part of right deltoid,RID40808,RID40807
distal region of muscle body of clavicular part of left deltoid,RID40809,RID40807
distal region of muscle body of acromial part of deltoid,RID40810,RID40806
distal region of muscle body of acromial part of right deltoid,RID40811,RID40810
distal region of muscle body of acromial part of left deltoid,RID40812,RID40810
distal region of muscle body of spinal part of deltoid,RID40813,RID40806
distal region of muscle body of spinal part of right deltoid,RID40814,RID40813
distal region of muscle body of spinal part of left deltoid,RID40815,RID40813
region of part of muscle belly,RID40816,RID46580
belly of part of deltoid,RID40817,RID40816
belly of clavicular part of deltoid,RID40818,RID40817
belly of clavicular part of right deltoid,RID40819,RID40818
belly of clavicular part of left deltoid,RID40820,RID40818
belly of spinal part of deltoid,RID40821,RID40817
belly of spinal part of right deltoid,RID40822,RID40821
belly of spinal part of left deltoid,RID40823,RID40821
belly of acromial part of deltoid,RID40824,RID40817
belly of acromial part of right deltoid,RID40825,RID40824
belly of acromial part of left deltoid,RID40826,RID40824
ligament of right glenohumeral joint,RID40830,RID1913
ligament of left glenohumeral joint,RID40831,RID1913
right coracohumeral ligament,RID40832,RID1914
left coracohumeral ligament,RID40833,RID1914
right superior glenohumeral ligament,RID40834,RID1922
left superior glenohumeral ligament,RID40835,RID1922
right middle glenohumeral ligament,RID40836,RID1921
left middle glenohumeral ligament,RID40837,RID1921
right inferior glenohumeral ligament,RID40838,RID1917
left inferior glenohumeral ligament,RID40839,RID1917
right transverse humeral ligament,RID40840,RID1982
left transverse humeral ligament,RID40841,RID1982
right coraco-acromial ligament,RID40842,RID1915
left coraco-acromial ligament,RID40843,RID1915
superior transverse scapular ligament,RID40844,RID1913
right superior transverse scapular ligament,RID40845,RID40844
left superior transverse scapular ligament,RID40846,RID40844
inferior transverse scapular ligament,RID40847,RID1913
right inferior transverse scapular ligament,RID40848,RID40847
left inferior transverse scapular ligament,RID40849,RID40847
ligament of right elbow joint,RID40850,RID2034
ligament of left elbow joint,RID40851,RID2034
radial collateral ligament of elbow joint,RID40852,RID2034
radial collateral ligament of right elbow joint,RID40853,RID40852
radial collateral ligament of left elbow joint,RID40854,RID40852
ulnar collateral ligament of left elbow,RID40855,RID46162
ulnar collateral ligament of right elbow,RID40856,RID46162
transverse band of elbow joint,RID40857,RID2034
transverse band of right elbow joint,RID40858,RID40857
transverse band of left elbow joint,RID40859,RID40857
annular ligament of right radius,RID40860,RID2048
annular ligament of left radius,RID40861,RID2048
quadrate ligament of radius,RID40862,RID2034
quadrate ligament of right radius,RID40863,RID40862
quadrate ligament of left radius,RID40864,RID40862
oblique cord of right radio-ulnar syndesmosis,RID40865,RID2050
oblique cord of left radio-ulnar syndesmosis,RID40866,RID2050
ligament of wrist,RID40867,RID34823
ligament of right wrist,RID40868,RID40867
ligament of left wrist,RID40869,RID40867
ligament of right hand,RID40889,RID34824
ligament of left hand,RID40890,RID34824
transverse metacarpal ligament,RID40891,RID34824
right transverse metacarpal ligament,RID40892,RID40891
left transverse metacarpal ligament,RID40893,RID40891
right deep transverse metacarpal ligament,RID40894,RID2339
left deep transverse metacarpal ligament,RID40895,RID2339
collateral ligament of interphalangeal joint of finger,RID40896,RID34824
radial collateral ligament of interphalangeal joint,RID40897,RID40896
ulnar collateral ligament of interphalangeal joint,RID40898,RID40896
cleland ligament,RID40899,RID34824
cleland ligament of thumb,RID40900,RID40899
cleland ligament of right thumb,RID40901,RID40900
cleland ligament of left thumb,RID40902,RID40900
cleland ligament of index finger,RID40903,RID40899
cleland ligament of right index finger,RID40904,RID40903
cleland ligament of left index finger,RID40905,RID40903
cleland ligament of middle finger,RID40906,RID40899
cleland ligament of right middle finger,RID40907,RID40906
cleland ligament of left middle finger,RID40908,RID40906
cleland ligament of ring finger,RID40909,RID40899
cleland ligament of right ring finger,RID40910,RID40909
cleland ligament of left ring finger,RID40911,RID40909
cleland ligament of little finger,RID40912,RID40899
cleland ligament of right little finger,RID40913,RID40912
cleland ligament of left little finger,RID40914,RID40912
grayson ligament,RID40915,RID34824
grayson ligament of thumb,RID40916,RID40915
grayson ligament of right thumb,RID40917,RID40916
grayson ligament of left thumb,RID40918,RID40916
grayson ligament of index finger,RID40919,RID40915
grayson ligament of right index finger,RID40920,RID40919
grayson ligament of left index finger,RID40921,RID40919
grayson ligament of middle finger,RID40922,RID40915
grayson ligament of right middle finger,RID40923,RID40922
grayson ligament of left middle finger,RID40924,RID40922
grayson ligament of ring finger,RID40925,RID40915
grayson ligament of right ring finger,RID40926,RID40925
grayson ligament of left ring finger,RID40927,RID40925
grayson ligament of little finger,RID40928,RID40915
grayson ligament of right little finger,RID40929,RID40928
grayson ligament of left little finger,RID40930,RID40928
ligament of intercarpal joint,RID40931,RID34823
radiate carpal ligament,RID40932,RID40931
right radiate carpal ligament,RID40933,RID40932
left radiate carpal ligament,RID40934,RID40932
palmar intercarpal ligament,RID40937,RID40931
right palmar intercarpal ligament,RID40938,RID40937
left palmar intercarpal ligament,RID40939,RID40937
interosseous intercarpal ligament,RID40940,RID40931
right interosseous intercarpal ligament,RID40941,RID40940
left interosseous intercarpal ligament,RID40942,RID40940
pisometacarpal ligament,RID40945,RID40931
right pisometacarpal ligament,RID40946,RID40945
left pisometacarpal ligament,RID40947,RID40945
palmar ligament of metacarpophalangeal joint,RID40948,RID2334
collateral ligament of metacarpophalangeal joint,RID40949,RID2334
ligament of carpometacarpal joint,RID40950,RID34823
dorsal ligament of carpometacarpal joint,RID40951,RID40950
dorsal ligament of second carpometacarpal joint,RID40952,RID40951
dorsal ligament of right second carpometacarpal joint,RID40953,RID40952
dorsal ligament of left second carpometacarpal joint,RID40954,RID40952
dorsal ligament of third carpometacarpal joint,RID40955,RID40951
dorsal ligament of right third carpometacarpal joint,RID40956,RID40955
dorsal ligament of left third carpometacarpal joint,RID40957,RID40955
dorsal ligament of fourth carpometacarpal joint,RID40958,RID40951
dorsal ligament of right fourth carpometacarpal joint,RID40959,RID40958
dorsal ligament of left fourth carpometacarpal joint,RID40960,RID40958
dorsal ligament of fifth carpometacarpal joint,RID40961,RID40951
dorsal ligament of right fifth carpometacarpal joint,RID40962,RID40961
dorsal ligament of left fifth carpometacarpal joint,RID40963,RID40961
palmar ligament of carpometacarpal joint,RID40964,RID40950
palmar ligament of second carpometacarpal joint,RID40965,RID40964
palmar ligament of right second carpometacarpal joint,RID40966,RID40965
palmar ligament of left second carpometacarpal joint,RID40967,RID40965
palmar ligament of third carpometacarpal joint,RID40968,RID40964
palmar ligament of right third carpometacarpal joint,RID40969,RID40968
palmar ligament of left third carpometacarpal joint,RID40970,RID40968
palmar ligament of fourth carpometacarpal joint,RID40971,RID40964
palmar ligament of right fourth carpometacarpal joint,RID40972,RID40971
palmar ligament of left fourth carpometacarpal joint,RID40973,RID40971
palmar ligament of fifth carpometacarpal joint,RID40974,RID40964
palmar ligament of right fifth carpometacarpal joint,RID40975,RID40974
palmar ligament of left fifth carpometacarpal joint,RID40976,RID40974
interosseous ligament of carpometacarpal joint,RID40977,RID40950
interosseous ligament of second carpometacarpal joint,RID40978,RID40977
interosseous ligament of right second carpometacarpal joint,RID40979,RID40978
interosseous ligament of left second carpometacarpal joint,RID40980,RID40978
interosseous ligament of third carpometacarpal joint,RID40981,RID40977
interosseous ligament of right third carpometacarpal joint,RID40982,RID40981
interosseous ligament of left third carpometacarpal joint,RID40983,RID40981
interosseous ligament of fourth carpometacarpal joint,RID40984,RID40977
interosseous ligament of right fourth carpometacarpal joint,RID40985,RID40984
interosseous ligament of left fourth carpometacarpal joint,RID40986,RID40984
interosseous ligament of fifth carpometacarpal joint,RID40987,RID40977
interosseous ligament of right fifth carpometacarpal joint,RID40988,RID40987
interosseous ligament of left fifth carpometacarpal joint,RID40989,RID40987
ligament of carpometacarpal joint of thumb,RID40990,RID40950
dorsal ligament of carpometacarpal joint of thumb,RID40991,RID40990
dorsal ligament of carpometacarpal joint of right thumb,RID40992,RID40991
dorsal ligament of carpometacarpal joint of left thumb,RID40993,RID40991
palmar ligament of carpometacarpal joint of thumb,RID40994,RID40990
palmar ligament of carpometacarpal joint of right thumb,RID40995,RID40994
palmar ligament of carpometacarpal joint of left thumb,RID40996,RID40994
lateral ligament of carpometacarpal joint of thumb,RID40997,RID40990
lateral ligament of carpometacarpal joint of right thumb,RID40998,RID40997
lateral ligament of carpometacarpal joint of left thumb,RID40999,RID40997
ligament of intermetacarpal joint,RID41000,RID34823
dorsal ligament of intermetacarpal joint,RID41001,RID41000
palmar ligament of intermetacarpal joint,RID41002,RID41000
interosseous ligament of intermetacarpal joint,RID41003,RID41000
proximal tendon,RID41027,RID6067
tendon of deltoid,RID41028,RID6067
tendon of right deltoid,RID41029,RID41028
tendon of left deltoid,RID41030,RID41028
proximal tendon of deltoid,RID41031,RID41028
proximal tendon of right deltoid,RID41032,RID41031
proximal tendon of left deltoid,RID41033,RID41031
proximal tendon of clavicular part of deltoid,RID41034,RID41031
proximal tendon of clavicular part of right deltoid,RID41035,RID41034
proximal tendon of clavicular part of left deltoid,RID41036,RID41034
proximal tendon of acromial part of deltoid,RID41037,RID41031
proximal tendon of acromial part of right deltoid,RID41038,RID41037
proximal tendon of acromial part of left deltoid,RID41039,RID41037
proximal tendon of spinal part of deltoid,RID41040,RID41031
proximal tendon of spinal part of right deltoid,RID41041,RID41040
proximal tendon of spinal part of left deltoid,RID41042,RID41040
distal tendon of region of deltoid,RID41043,RID41028
distal tendon of clavicular part of deltoid,RID41044,RID41043
distal tendon of clavicular part of right deltoid,RID41045,RID41044
distal tendon of clavicular part of left deltoid,RID41046,RID41044
distal tendon of acromial part of deltoid,RID41047,RID41043
distal tendon of acromial part of right deltoid,RID41048,RID41047
distal tendon of acromial part of left deltoid,RID41049,RID41047
distal tendon of spinal part of deltoid,RID41050,RID41043
distal tendon of spinal part of right deltoid,RID41051,RID41050
distal tendon of spinal part of left deltoid,RID41052,RID41050
distal tendon of deltoid,RID41053,RID41028
distal tendon of right deltoid,RID41054,RID41053
distal tendon of left deltoid,RID41055,RID41053
tendon of right pectoralis major,RID41056,RID2007
tendon of left pectoralis major,RID41057,RID2007
proximal tendon of pectoralis major,RID41058,RID2007
proximal tendon of right pectoralis major,RID41059,RID41058
proximal tendon of left pectoralis major,RID41060,RID41058
distal tendon of pectoralis major,RID41061,RID2007
distal tendon of right pectoralis major,RID41062,RID41061
distal tendon of left pectoralis major,RID41063,RID41061
tendon of right pectoralis minor,RID41064,RID1947
tendon of left pectoralis minor,RID41065,RID1947
proximal tendon of pectoralis minor,RID41066,RID1947
proximal tendon of right pectoralis minor,RID41067,RID41066
proximal tendon of left pectoralis minor,RID41068,RID41066
distal tendon of pectoralis minor,RID41069,RID1947
distal tendon of right pectoralis minor,RID41070,RID41069
distal tendon of left pectoralis minor,RID41071,RID41069
tendon of subclavius,RID41072,RID6067
tendon of right subclavius,RID41073,RID41072
tendon of left subclavius,RID41074,RID41072
proximal tendon of subclavius,RID41075,RID41072
proximal tendon of right subclavius,RID41076,RID41075
proximal tendon of left subclavius,RID41077,RID41075
distal tendon of subclavius,RID41078,RID41072
distal tendon of right subclavius,RID41079,RID41078
distal tendon of left subclavius,RID41080,RID41078
tendon of right latissimus dorsi,RID41081,RID2009
tendon of left latissimus dorsi,RID41082,RID2009
tendon of levator scapulae,RID41083,RID6067
tendon of right levator scapulae,RID41084,RID41083
tendon of left levator scapulae,RID41085,RID41083
proximal tendon of levator scapulae,RID41086,RID41083
proximal tendon of right levator scapulae,RID41087,RID41086
proximal tendon of left levator scapulae,RID41088,RID41086
distal tendon of levator scapulae,RID41089,RID41083
distal tendon of right levator scapulae,RID41090,RID41089
distal tendon of left levator scapulae,RID41091,RID41089
tendon of right teres major,RID41092,RID2008
tendon of left teres major,RID41093,RID2008
proximal tendon of teres major,RID41094,RID2008
proximal tendon of right teres major,RID41095,RID41094
proximal tendon of left teres major,RID41096,RID41094
distal tendon of teres major,RID41097,RID2008
distal tendon of right teres major,RID41098,RID41097
distal tendon of left teres major,RID41099,RID41097
tendon of right teres minor,RID41100,RID1955
tendon of left teres minor,RID41101,RID1955
proximal tendon of teres minor,RID41102,RID1955
proximal tendon of right teres minor,RID41103,RID41102
proximal tendon of left teres minor,RID41104,RID41102
distal tendon of teres minor,RID41105,RID1955
distal tendon of right teres minor,RID41106,RID41105
distal tendon of left teres minor,RID41107,RID41105
tendon of right subscapularis,RID41108,RID1951
tendon of left subscapularis,RID41109,RID1951
proximal tendon of subscapularis,RID41110,RID1951
proximal tendon of right subscapularis,RID41111,RID41110
proximal tendon of left subscapularis,RID41112,RID41110
distal tendon of subscapularis,RID41113,RID1951
distal tendon of right subscapularis,RID41114,RID41113
distal tendon of left subscapularis,RID41115,RID41113
tendon of right supraspinatus,RID41116,RID1953
tendon of left supraspinatus,RID41117,RID1953
proximal tendon of supraspinatus,RID41118,RID1953
proximal tendon of right supraspinatus,RID41119,RID41118
proximal tendon of left supraspinatus,RID41120,RID41118
distal tendon of supraspinatus,RID41121,RID1953
distal tendon of right supraspinatus,RID41122,RID41121
distal tendon of left supraspinatus,RID41123,RID41121
tendon of right infraspinatus muscle,RID41124,RID1949
tendon of left infraspinatus muscle,RID41125,RID1949
proximal tendon of infraspinatus,RID41126,RID1949
proximal tendon of right infraspinatus,RID41127,RID41126
proximal tendon of left infraspinatus,RID41128,RID41126
distal tendon of infraspinatus,RID41129,RID1949
distal tendon of right infraspinatus,RID41130,RID41129
distal tendon of left infraspinatus,RID41131,RID41129
tendon of muscle of arm,RID41132,RID6067
tendon of muscle of right arm,RID41133,RID41132
tendon of muscle of left arm,RID41134,RID41132
tendon of muscle of forearm,RID41135,RID6067
tendon of muscle of hand,RID41136,RID6067
tendon of quadratus lumborum,RID41137,RID6067
tendon of right quadratus lumborum,RID41138,RID41137
tendon of left quadratus lumborum,RID41139,RID41137
tendon of obturator internus,RID41140,RID6067
tendon of right obturator internus,RID41141,RID41140
tendon of left obturator internus,RID41142,RID41140
tendon of right biceps femoris,RID41143,RID2851
tendon of left biceps femoris,RID41144,RID2851
tendon of tensor fasciae latae,RID41145,RID6067
tendon of right tensor fasciae latae,RID41146,RID41145
tendon of left tensor fasciae latae,RID41147,RID41145
tendon of sartorius,RID41148,RID6067
tendon of right sartorius,RID41149,RID41148
tendon of left sartorius,RID41150,RID41148
tendon of right quadriceps femoris,RID41151,RID2848
tendon of left quadriceps femoris,RID41152,RID2848
straight tendon of rectus femoris,RID41153,RID44561
straight tendon of right rectus femoris,RID41154,RID41153
straight tendon of left rectus femoris,RID41155,RID41153
reflected tendon of rectus femoris,RID41156,RID44561
reflected tendon of right rectus femoris,RID41157,RID41156
reflected tendon of left rectus femoris,RID41158,RID41156
tendon of right semitendinosus,RID41159,RID2854
tendon of left semitendinosus,RID41160,RID2854
tendon of right semimembranosus,RID41161,RID2853
tendon of left semimembranosus,RID41162,RID2853
tendon of gracilis,RID41163,RID6067
tendon of right gracilis,RID41164,RID41163
tendon of left gracilis,RID41165,RID41163
tendon of adductor longus,RID41166,RID6067
tendon of right adductor longus,RID41167,RID41166
tendon of left adductor longus,RID41168,RID41166
tendon of adductor brevis,RID41169,RID6067
tendon of right adductor brevis,RID41170,RID41169
tendon of left adductor brevis,RID41171,RID41169
tendon of adductor magnus,RID41172,RID6067
tendon of right adductor magnus,RID41173,RID41172
tendon of left adductor magnus,RID41174,RID41172
tendon of tibialis anterior,RID41175,RID6067
tendon of right tibialis anterior,RID41176,RID41175
tendon of left tibialis anterior,RID41177,RID41175
tendon of right tibialis posterior,RID41178,RID3194
tendon of left tibialis posterior,RID41179,RID3194
superficial tendon of tibialis posterior,RID41180,RID3194
superficial tendon of right tibialis posterior,RID41181,RID41180
superficial tendon of left tibialis posterior,RID41182,RID41180
deep tendon of tibialis posterior,RID41183,RID3194
deep tendon of right tibialis posterior,RID41184,RID41183
deep tendon of left tibialis posterior,RID41185,RID41183
tendon of right extensor hallucis longus,RID41186,RID3188
tendon of left extensor hallucis longus,RID41187,RID3188
tendon of right extensor digitorum longus,RID41188,RID3187
tendon of left extensor digitorum longus,RID41189,RID3187
tendon proper of extensor digitorum longus,RID41190,RID3187
tendon of extensor digitorum longus to second toe,RID41191,RID3187
tendon of right extensor digitorum longus to right second toe,RID41192,RID41191
tendon of left extensor digitorum longus to left second toe,RID41193,RID41191
tendon of extensor digitorum longus to third toe,RID41194,RID3187
tendon of right extensor digitorum longus to right third toe,RID41195,RID41194
tendon of left extensor digitorum longus to left third toe,RID41196,RID41194
tendon of extensor digitorum longus to fourth toe,RID41197,RID3187
tendon of right extensor digitorum longus to right fourth toe,RID41198,RID41197
tendon of left extensor digitorum longus to left fourth toe,RID41199,RID41197
tendon of extensor digitorum longus to fifth toe,RID41200,RID3187
tendon of right extensor digitorum longus to right fifth toe,RID41201,RID41200
tendon of left extensor digitorum longus to left fifth toe,RID41202,RID41200
tendon of fibularis tertius,RID41203,RID6067
tendon of right fibularis tertius,RID41204,RID41203
tendon of left fibularis tertius,RID41205,RID41203
tendon of fibularis longus,RID41206,RID6067
tendon of right fibularis longus,RID41207,RID41206
tendon of left fibularis longus,RID41208,RID41206
tendon of right fibularis brevis,RID41209,RID3197
tendon of left fibularis brevis,RID41210,RID3197
tendon of gastrocnemius,RID41211,RID6067
tendon of right gastrocnemius,RID41212,RID41211
tendon of left gastrocnemius,RID41213,RID41211
tendon of soleus,RID41214,RID6067
tendon of right soleus,RID41215,RID41214
tendon of left soleus,RID41216,RID41214
tendinous arch of soleus,RID41217,RID6067
tendinous arch of right soleus,RID41218,RID41217
tendinous arch of left soleus,RID41219,RID41217
tendon of plantaris,RID41220,RID6067
tendon of right plantaris,RID41221,RID41220
tendon of left plantaris,RID41222,RID41220
tendon of right popliteus,RID41223,RID2850
tendon of left popliteus,RID41224,RID2850
tendon of right flexor hallucis longus,RID41225,RID3193
tendon of left flexor hallucis longus,RID41226,RID3193
tendon of right flexor digitorum longus,RID41227,RID3192
tendon of left flexor digitorum longus,RID41228,RID3192
first tendon of flexor digitorum longus,RID41229,RID6067
first tendon of right flexor digitorum longus,RID41230,RID41229
first tendon of left flexor digitorum longus,RID41231,RID41229
second tendon of flexor digitorum longus,RID41232,RID6067
second tendon of right flexor digitorum longus,RID41233,RID41232
second tendon of left flexor digitorum longus,RID41234,RID41232
third tendon of flexor digitorum longus,RID41235,RID6067
third tendon of right flexor digitorum longus,RID41236,RID41235
third tendon of left flexor digitorum longus,RID41237,RID41235
fourth tendon of flexor digitorum longus,RID41238,RID6067
fourth tendon of right flexor digitorum longus,RID41239,RID41238
fourth tendon of left flexor digitorum longus,RID41240,RID41238
tendon of adductor hallucis,RID41241,RID6067
tendon of right adductor hallucis,RID41242,RID41241
tendon of left adductor hallucis,RID41243,RID41241
tendon of abductor hallucis,RID41244,RID6067
tendon of right abductor hallucis,RID41245,RID41244
tendon of left abductor hallucis,RID41246,RID41244
tendon of abductor digiti minimi of foot,RID41247,RID6067
tendon of abductor digiti minimi of right foot,RID41248,RID41247
tendon of abductor digiti minimi of left foot,RID41249,RID41247
tendon of abductor ossis metatarsi quinti,RID41250,RID6067
tendon of right abductor ossis metatarsi quinti,RID41251,RID41250
tendon of left abductor ossis metatarsi quinti,RID41252,RID41250
tendon of flexor hallucis brevis,RID41253,RID6067
tendon of right flexor hallucis brevis,RID41254,RID41253
tendon of left flexor hallucis brevis,RID41255,RID41253
tendon of flexor digiti minimi brevis of foot,RID41256,RID6067
tendon of flexor digiti minimi brevis of right foot,RID41257,RID41256
tendon of flexor digiti minimi brevis of left foot,RID41258,RID41256
tendon of levator veli palatini,RID41259,RID6067
tendon of right levator veli palatini,RID41260,RID41259
tendon of left levator veli palatini,RID41261,RID41259
tendon of tensor veli palatini,RID41262,RID6067
tendon of right tensor veli palatini,RID41263,RID41262
tendon of left tensor veli palatini,RID41264,RID41262
tendon of genioglossus,RID41265,RID6067
tendon of right genioglossus,RID41266,RID41265
tendon of left genioglossus,RID41267,RID41265
tendon of longus colli,RID41268,RID6067
tendon of right longus colli,RID41269,RID41268
tendon of left longus colli,RID41270,RID41268
tendon of longus capitis,RID41271,RID6067
tendon of right longus capitis,RID41272,RID41271
tendon of left longus capitis,RID41273,RID41271
tendon of scalenus anterior,RID41274,RID6067
tendon of right scalenus anterior,RID41275,RID41274
tendon of left scalenus anterior,RID41276,RID41274
tendon of scalenus medius,RID41277,RID6067
tendon of right scalenus medius,RID41278,RID41277
tendon of left scalenus medius,RID41279,RID41277
tendon of scalenus posterior,RID41280,RID6067
tendon of right scalenus posterior,RID41281,RID41280
tendon of left scalenus posterior,RID41282,RID41280
tendon of obliquus capitis superior,RID41283,RID6067
tendon of right obliquus capitis superior,RID41284,RID41283
tendon of left obliquus capitis superior,RID41285,RID41283
tendon of stylohyoid,RID41286,RID6067
tendon of right stylohyoid,RID41287,RID41286
tendon of left stylohyoid,RID41288,RID41286
tendon of psoas major,RID41289,RID6067
tendon of right psoas major,RID41290,RID41289
tendon of left psoas major,RID41291,RID41289
tendon of psoas minor,RID41292,RID6067
tendon of right psoas minor,RID41293,RID41292
tendon of left psoas minor,RID41294,RID41292
tendon of piriformis,RID41295,RID6067
tendon of right piriformis,RID41296,RID41295
tendon of left piriformis,RID41297,RID41295
tendon of gemellus superior,RID41298,RID6067
tendon of right gemellus superior,RID41299,RID41298
tendon of left gemellus superior,RID41300,RID41298
tendon of gemellus inferior,RID41301,RID6067
tendon of right gemellus inferior,RID41302,RID41301
tendon of left gemellus inferior,RID41303,RID41301
tendon of obturator externus,RID41304,RID6067
tendon of right obturator externus,RID41305,RID41304
tendon of left obturator externus,RID41306,RID41304
tendon of gluteus medius,RID41307,RID6067
tendon of right gluteus medius,RID41308,RID41307
tendon of left gluteus medius,RID41309,RID41307
tendon of gluteus minimus,RID41310,RID6067
tendon of right gluteus minimus,RID41311,RID41310
tendon of left gluteus minimus,RID41312,RID41310
tendon of gluteus maximus,RID41313,RID6067
tendon of right gluteus maximus,RID41314,RID41313
tendon of left gluteus maximus,RID41315,RID41313
tendon of iliocostalis cervicis,RID41316,RID6067
tendon of right iliocostalis cervicis,RID41317,RID41316
tendon of left iliocostalis cervicis,RID41318,RID41316
tendon of iliocostalis thoracis,RID41319,RID6067
tendon of right iliocostalis thoracis,RID41320,RID41319
tendon of left iliocostalis thoracis,RID41321,RID41319
tendon of iliocostalis lumborum,RID41322,RID6067
tendon of right iliocostalis lumborum,RID41323,RID41322
tendon of left iliocostalis lumborum,RID41324,RID41322
tendon of longissimus capitis,RID41325,RID6067
tendon of right longissimus capitis,RID41326,RID41325
tendon of left longissimus capitis,RID41327,RID41325
tendon of longissimus cervicis,RID41328,RID6067
tendon of right longissimus cervicis,RID41329,RID41328
tendon of left longissimus cervicis,RID41330,RID41328
tendon of longissimus thoracis,RID41331,RID6067
tendon of right longissimus thoracis,RID41332,RID41331
tendon of left longissimus thoracis,RID41333,RID41331
tendon of spinalis capitis,RID41334,RID6067
tendon of right spinalis capitis,RID41335,RID41334
tendon of left spinalis capitis,RID41336,RID41334
tendon of spinalis cervicis,RID41337,RID6067
tendon of right spinalis cervicis,RID41338,RID41337
tendon of left spinalis cervicis,RID41339,RID41337
tendon of spinalis thoracis,RID41340,RID6067
tendon of right spinalis thoracis,RID41341,RID41340
tendon of left spinalis thoracis,RID41342,RID41340
tendon of semispinalis capitis,RID41343,RID6067
tendon of right semispinalis capitis,RID41344,RID41343
tendon of left semispinalis capitis,RID41345,RID41343
tendon of semispinalis cervicis,RID41346,RID6067
tendon of right semispinalis cervicis,RID41347,RID41346
tendon of left semispinalis cervicis,RID41348,RID41346
tendon of semispinalis thoracis,RID41349,RID6067
tendon of right semispinalis thoracis,RID41350,RID41349
tendon of left semispinalis thoracis,RID41351,RID41349
tendon of multifidus cervicis,RID41352,RID6067
tendon of right multifidus cervicis,RID41353,RID41352
tendon of left multifidus cervicis,RID41354,RID41352
tendon of multifidus thoracis,RID41355,RID6067
tendon of right multifidus thoracis,RID41356,RID41355
tendon of left multifidus thoracis,RID41357,RID41355
tendon of multifidus lumborum,RID41358,RID6067
tendon of right multifidus lumborum,RID41359,RID41358
tendon of left multifidus lumborum,RID41360,RID41358
tendon of interspinalis cervicis,RID41361,RID6067
tendon of first interspinalis cervicis,RID41362,RID41361
tendon of right first interspinalis cervicis,RID41363,RID41362
tendon of left first interspinalis cervicis,RID41364,RID41362
tendon of third interspinalis cervicis,RID41365,RID41361
tendon of right third interspinalis cervicis,RID41366,RID41365
tendon of left third interspinalis cervicis,RID41367,RID41365
tendon of fourth interspinalis cervicis,RID41368,RID41361
tendon of right fourth interspinalis cervicis,RID41369,RID41368
tendon of left fourth interspinalis cervicis,RID41370,RID41368
tendon of fifth interspinalis cervicis,RID41371,RID41361
tendon of right fifth interspinalis cervicis,RID41372,RID41371
tendon of left fifth interspinalis cervicis,RID41373,RID41371
tendon of sixth interspinalis cervicis,RID41374,RID41361
tendon of right sixth interspinalis cervicis,RID41375,RID41374
tendon of left sixth interspinalis cervicis,RID41376,RID41374
tendon of seventh interspinalis cervicis,RID41377,RID41361
tendon of right seventh interspinalis cervicis,RID41378,RID41377
tendon of left seventh interspinalis cervicis,RID41379,RID41377
tendon of interspinalis thoracis,RID41380,RID6067
tendon of right interspinalis thoracis,RID41381,RID41380
tendon of left interspinalis thoracis,RID41382,RID41380
tendon of interspinalis lumborum,RID41383,RID6067
tendon of first interspinalis lumborum,RID41384,RID41383
tendon of right first interspinalis lumborum,RID41385,RID41384
tendon of left first interspinalis lumborum,RID41386,RID41384
tendon of second interspinalis lumborum,RID41387,RID41383
tendon of right second interspinalis lumborum,RID41388,RID41387
tendon of left second interspinalis lumborum,RID41389,RID41387
tendon of third interspinalis lumborum,RID41390,RID41383
tendon of right third interspinalis lumborum,RID41391,RID41390
tendon of left third interspinalis lumborum,RID41392,RID41390
tendon of fourth interspinalis lumborum,RID41393,RID41383
tendon of right fourth interspinalis lumborum,RID41394,RID41393
tendon of left fourth interspinalis lumborum,RID41395,RID41393
tendon of pyramidalis,RID41396,RID6067
tendon of right pyramidalis,RID41397,RID41396
tendon of left pyramidalis,RID41398,RID41396
tendon of compressor urethrae,RID41399,RID6067
tendon of auricularis superior,RID41400,RID6067
tendon of right auricularis superior,RID41401,RID41400
tendon of left auricularis superior,RID41402,RID41400
tendon of transverse muscle of auricle,RID41403,RID6067
tendon of transverse muscle of right auricle,RID41404,RID41403
tendon of transverse muscle of left auricle,RID41405,RID41403
tendon of temporalis,RID41406,RID6067
tendon of right temporalis,RID41407,RID41406
tendon of left temporalis,RID41408,RID41406
tendon of medial pterygoid,RID41409,RID6067
tendon of right medial pterygoid,RID41410,RID41409
tendon of left medial pterygoid,RID41411,RID41409
tendon of tensor tympani,RID41412,RID6067
tendon of right tensor tympani,RID41413,RID41412
tendon of left tensor tympani,RID41414,RID41412
tendon of stapedius,RID41415,RID6067
tendon of right stapedius,RID41416,RID41415
tendon of left stapedius,RID41417,RID41415
tendon of lateral pterygoid,RID41418,RID6067
tendon of right lateral pterygoid,RID41419,RID41418
